Address,Date,Price
"13 KINVARA RD, DUBLIN 7, DUBLIN, D07 FX22
Kinvara Road
Dublin
D07",10-Oct-24,"€ 601,000"
"17 MARLBROUGH COURT, DUBLIN 1, D01 E225
Marlbrough Court
Dublin
D01",10-Oct-24,"€ 280,000"
"174 EDGEWOOD LAWN, BLANCHARDSTOWN, DUBLIN 15, D15 X4PY
Edgewood Lawn
Blanchardstown
Dublin
D15",10-Oct-24,"€ 386,000"
"19 ORLAGH VIEW, SCHOLARSTOWN RD, DUBLIN 16, D16 C9T3
Orlagh View
Scholarstown Road
Dublin
D16",10-Oct-24,"€ 627,000"
"20 Clay Farm Court, Clay Farm, Leopardstown, D18 RYT9
Clay Farm Court
Clay Farm
Leopardstown
Dublin
D18",10-Oct-24,"€ 760,000"
"21 LUTTRELL PARK DR, CASTLEKNOCK, DUBLIN 15, D15 HCX7
Luttrell Park Drive
Castleknock
Dublin
D15",10-Oct-24,"€ 437,000"
"21 PRIORY DRIVE, STILLORGAN, CO DUBLIN, A94 XT52
Priory Drive
Stillorgan
Dublin
A94",10-Oct-24,"€ 2,150,000"
"22 Aderrig Lane, Adamstown, Lucan
Aderrig Lane
Adamstown
Lucan
Dublin",10-Oct-24,"€ 455,000"
"23 BURNSIDE, MAGENTA CRESCENT SANTRY, DUBLIN 9, D09 Y020
Burnside
Magenta Crescent Santry
Dublin
D09",10-Oct-24,"€ 370,000"
"23 CONOR CLUNE RD, DUBLIN 7, D07 WN62
Conor Clune Road
Dublin
D07",10-Oct-24,"€ 350,000"
"25 BRACKEN HILL, BLACKGLEN RD, SANDYFORD, D18 PHY6
Bracken Hill
Blackglen Road
Sandyford
Dublin
D18",10-Oct-24,"€ 361,000"
"27 PALMERSTOWN GREEN, DUBLIN 20, DUBLIN, D20 YE92
Palmerstown Green
Dublin
D20",10-Oct-24,"€ 360,000"
"275 CAPTAIN'S ROAD, CRUMLIN, DUBLIN 12, D12 AX0A
Cin's Road
Crumlin
Dublin
D12",10-Oct-24,"€ 434,000"
"29 BREMORE PASTURES WAY, HAMLET LANE, BALBRIGGAN, K32 X952
Bremore Pastures Way
Hamlet Lane
Balbriggan
Dublin
K32",10-Oct-24,"€ 205,000"
"3 PARKMORE TERRACE, DUBLIN RD, TUAM, H54 FY64
Parkmore Terrace
Dublin Road
Tuam
Galway
H54",10-Oct-24,"€ 235,000"
"3 Rosemount Place, Malahide Road
Rosemount Place
Malahide Road
Dublin",10-Oct-24,"€ 625,000"
"301 CLOGHER RD, CRUMLIN, DUBLIN 12, D12 KN79
Clogher Road
Crumlin
Dublin
D12",10-Oct-24,"€ 540,000"
"31 BROOKDALE WAY, RIVERVALLEY, SWORDS, K67 V1D6
Brookdale Way
Rivervalley
Swords
Dublin
K67",10-Oct-24,"€ 459,500"
"33 CHAMPIONS AVE, WATERFORD ST, DUBLIN 1, D01 P578
Champions Avenue
Waterford Street
Dublin
D01",10-Oct-24,"€ 555,000"
"330 MARINA VILLAGE, MALAHIDE, CO DUBLIN, K36 PW88
Marina Village
Malahide
Dublin
K36",10-Oct-24,"€ 790,000"
"36 SANDYFORD HALL PARK, SANDYFORD, DUBLIN 18, D18 A0H4
Sandyford Hall Park
Sandyford
Dublin
D18",10-Oct-24,"€ 690,000"
"36 TEMPLE LAWNS, NORTH WOOD, SANTRY DUBLIN 9, D09 DY86
Temple Lawns
North Wood
Dublin
D09",10-Oct-24,"€ 286,000"
"38 PARK VIEW, RATHBORNE, RIVER RD DUBLIN 15, D15 NX88
Park View
Rathborne
Dublin
D15",10-Oct-24,"€ 441,000"
"394 GRIFFITH AVE, GLASNEVIN, DUBLIN 9, D09 V3W5
Griffith Avenue
Glasnevin
Dublin
D09",10-Oct-24,"€ 1,265,000"
"42 THE DICKENS, THE GASWORKS, BARROW ST, D04 F728
The Dickens
The Gasworks
Barrow Street
Dublin
D04",10-Oct-24,"€ 646,000"
"43 CORDUFF GARDENS, BLANCHARDSTOWN, CO. DUBLIN, D15 C67R
Corduff Gardens
Blanchardstown
Dublin
D15",10-Oct-24,"€ 180,000"
"43 MOYCLARE CLOSE, BALDOYLE, DUBLIN, D13 A6C7
Moyclare Close
Baldoyle
Dublin
D13",10-Oct-24,"€ 383,000"
"45 Pairc Gordon, Old Naas Road, Kingswood
Pairc Gordon
Old Naas Road
Kingswood
Dublin",10-Oct-24,"€ 490,000"
"48 GRACEFIELD RD, ARTANE, DUBLIN 5, D05 F5W5
Gracefield Road
Artane
Dublin
D05",10-Oct-24,"€ 550,000"
"5 SHANCASTLE LAWNS, QUARRYVALE, CLONDALKIN, D22 N2F2
Shancastle Lawns
Quarryvale
Clondalkin
Dublin
D22",10-Oct-24,"€ 321,500"
"50 PAKENHAM HOUSE, SPENCER DOCK, DUBLIN 1, D01 A2H6
Pakenham House
Spencer Dock
Dublin
D01",10-Oct-24,"€ 455,000"
"51 FITZWILLIAM POINT, FITZWILLIAM QUAY, RINGSEND, D04 P922
Fitzwilliam Point
Fitzwilliam Quay
Ringsend
Dublin
D04",10-Oct-24,"€ 480,000"
"53 Pairc Gordon, Old Naas Road, Kingswood
pairc gordon
old naas road
kingswood
Dublin",10-Oct-24,"€ 425,000"
"54 MARLFIELD CLOSE, KILTIPPER ROAD, TALLAGHT, D24 VC59
Marlfield Close
Kiltipper Road
Tallaght
Dublin
D24",10-Oct-24,"€ 330,000"
"57 PARK DRIVE GREEN, CASTLEKNOCK, DUBLIN 15, D15 PX52
Park Drive Green
Castleknock
Dublin
D15",10-Oct-24,"€ 690,000"
"6 KNOCKRABO DRIVE, MOUNT ANVILLE ROAD, GOATSTOWN, D14 N2A0
Knockrabo Drive
Mount Anville Road
Goatstown
Dublin
D14",10-Oct-24,"€ 1,325,000"
"6 The Glebe, Kilmartin Grove, Hollystown
The Glebe
Kilmartin Grove
Hollystown
Dublin",10-Oct-24,"€ 409,999"
"6 WHITEHALL GARDENS, TERENURE, DUBLIN 12, D12 T6V0
Whitehall Gardens
Terenure
Dublin
D12",10-Oct-24,"€ 775,000"
"7 Ballygossan Way, Skerries, K34 YY26
Ballygossan Way
Skerries
Dublin
K34",10-Oct-24,"€ 497,500"
"7 BEALING CRESCENT, BEALING VILLAGE, TYRRELSTOWN, D15 T2K3
Bealing Crescent
Bealing Village
Tyrrelstown
Dublin
D15",10-Oct-24,"€ 431,000"
"77 HAWTHORNS WEDGEWOOD, SANDYFORD DUBLIN 16, DUBLIN, D16 E9H9
Hawthorns Wedgewood
Dublin
D16",10-Oct-24,"€ 590,000"
"79 SEVEN OAKS, SARSFIELD RD, DUBLIN 10, D10 FR96
Seven Oaks
Sarsfield Road
Dublin
D10",10-Oct-24,"€ 355,000"
"90 NEWGRANGE RD, CABRA, DUBLIN 7, D07 W3Y8
Newgrange Road
Cabra
Dublin
D07",10-Oct-24,"€ 573,000"
"Apartment 18, Smithfield Market, Smithfield
Smithfield Market
Smithfield
Dublin",10-Oct-24,"€ 493,725"
"APT 1, 46 WATERLOO RD, BALLSBRIDGE, D04 A4A0
Waterloo Road
Ballsbridge
Dublin
D04",10-Oct-24,"€ 2,000,000"
"APT 4 ENGINE ALLEY, MEATH ST, DUBLIN 8, D08 EF66
Engine Alley
Meath Street
Dublin
D08",10-Oct-24,"€ 423,000"
"CLARENDON, RAGLAN RD, BALLSBRIDGE, D04 Y0E6
Clarendon
Raglan Road
Ballsbridge
Dublin
D04",10-Oct-24,"€ 1,335,000"
"10 Outfarm Wood, Castleknock, Dublin 15
Outfarm Wood
Castleknock
Dublin",09-Oct-24,"€ 809,998"
"109 SUNDALE PARK, TALLAGHT, DUBLIN 24, D24 XPT9
Sundale Park
Tallaght
Dublin
D24",09-Oct-24,"€ 387,000"
"11 The Grove, Kilmartin Grove, Hollystown
The Grove
Kilmartin Grove
Hollystown
Dublin",09-Oct-24,"€ 540,000"
"115 MEADOW GROVE, DUNDRUM, DUBLIN 16, D16 R228
Meadow Grove
Dundrum
Dublin
D16",09-Oct-24,"€ 781,000"
"117 ALLENDALE SQ, CLONSILLA, DUBLIN 15, D15 R603
Allendale Square
Clonsilla
Dublin
D15",09-Oct-24,"€ 308,000"
"12 Kinvara, Fey Yerra Lane, Foxrock
Kinvara
Fey Yerra Lane
Foxrock
Dublin",09-Oct-24,"€ 715,000"
"13 AIRPARK HOUSE, STOCKING LANE, RATHFARNHAM DUBLIN 14, D16 PP63
Airpark House
Stocking Lane
Dublin
D16",09-Oct-24,"€ 390,000"
"13 Parkleigh Close, Seven Mills, Clonburris
Parkleigh Close
Seven Mills
Clonburris
Dublin",09-Oct-24,"€ 385,000"
"139 CARRIGMORE CRESCENT, CITYWEST, SAGGART, D24 KF83
Carrigmore Crescent
Citywest
Saggart
Dublin
D24",09-Oct-24,"€ 287,000"
"14 SLEEPY HOLLOW, KINSEALY LANE, MALAHIDE, K36 W209
Sleepy Hollow
Kinsealy Lane
Malahide
Dublin
K36",09-Oct-24,"€ 950,000"
"17 PARK ST, THE RANCH, BALLYFERMOT, D10 RK11
Park Street
The Ranch
Ballyfermot
Dublin
D10",09-Oct-24,"€ 355,000"
"18 FLEMINGSTOWN PARK, CHURCHTOWN, DUBLIN 14, D14 HK24
Flemingstown Park
Churchtown
Dublin
D14",09-Oct-24,"€ 1,550,000"
"18 Kiltiernan Wood Road, Kiltiernan Wood, Bishop'S Gate
Kiltiernan Wood Road
Kiltiernan Wood
Bishop's Gate
Dublin",09-Oct-24,"€ 642,729"
"19 HILLVIEW ESTATE, BALLINTEER, DUBLIN, D16 VK24
Hillview Estate
Ballinteer
Dublin
D16",09-Oct-24,"€ 475,000"
"194 RATHFARNHAM RD, RATHFARNHAM, DUBLIN 14, D14 YP60
Rathfarnham Road
Rathfarnham
Dublin
D14",09-Oct-24,"€ 1,130,000"
"194 WEDGEWOOD, SANDYFORD RD, DUBLIN 16, D16 R6F9
Wedgewood
Sandyford Road
Dublin
D16",09-Oct-24,"€ 600,000"
"20 ALDEN PARK, BAYSIDE, DUBLIN 13, D13 Y5T9
Alden Park
Bayside
Dublin
D13",09-Oct-24,"€ 580,000"
"20 BIRCHFIELD PARK, GOATSTOWN, DUBLIN 14, D14 V3K6
Birchfield Park
Goatstown
Dublin
D14",09-Oct-24,"€ 752,000"
"21 THE CRESCENT, ROBSWALL, MALAHIDE, K36 YW94
The Crescent
Robswall
Malahide
Dublin
K36",09-Oct-24,"€ 875,000"
"22 DRYNAM CLOSE, DRYNAM HALL, KINSEALY, K67 YW50
Drynam Close
Drynam Hall
Kinsealy
Dublin
K67",09-Oct-24,"€ 415,000"
"224 Drumnigh Manor, Portmarnock
Drumnigh Manor
Portmarnock
Dublin",09-Oct-24,"€ 795,000"
"23 ARBOUR PLACE, DUBLIN 7, D07 XWF7
Arbour Place
Dublin
D07",09-Oct-24,"€ 2,090,000"
"23 Tully Drive, Cherrywood
Tully Drive
Cherrywood
Dublin",09-Oct-24,"€ 495,000"
"26 THORNLEIGH, KILBUSH, RUSH, K56 YC53
Thornleigh
Kilbush
Rush
Dublin
K56",09-Oct-24,"€ 380,000"
"27 PORTMARNOCK RISE, PORTMARNOCK, DUBLIN 13, D13 W248
Portmarnock Rise
Portmarnock
Dublin
D13",09-Oct-24,"€ 732,000"
"29 CHELMSFORD AVENUE, RANELAGH, DUBLIN 6, D06 CH74
Chelmsford Avenue
Ranelagh
Dublin
D06",09-Oct-24,"€ 1,100,000"
"30 DOWTH AVE, CABRA, DUBLIN 7, D07 T048
Dowth Avenue
Cabra
Dublin
D07",09-Oct-24,"€ 150,000"
"32 CASEMENT PARK, FINGLAS WEST, DUBLIN 11, D11 W1W9
Casement Park
Finglas West
Dublin
D11",09-Oct-24,"€ 255,000"
"33 BALALLY AVE, DUNDRUM, DUBLIN 16, D16 N292
Balally Avenue
Dundrum
Dublin
D16",09-Oct-24,"€ 717,000"
"36 CHERRYWOOD GROVE, CLONDALKIN, DUBLIN 22, D22 W678
Cherrywood Grove
Clondalkin
Dublin
D22",09-Oct-24,"€ 372,000"
"4 MARTELLO COURT, PORTMARNOCK, DUBLIN 13, D13 ND98
Martello Court
Portmarnock
Dublin
D13",09-Oct-24,"€ 817,500"
"4 SILVERWOOD, FINNSTOWN ABBEY, LUCAN, K78 DH59
Silverwood
Finnstown Abbey
Lucan
Dublin
K78",09-Oct-24,"€ 440,000"
"4 WINDWARD WAY, LUSK VILLAGE, DUBLIN, K45 DX04
Windward Way
Lusk Village
Dublin
K45",09-Oct-24,"€ 375,000"
"412 KILMAINHAM SQ, INCHICORE RD, KILMAINHAM DUBLIN 8, D08 R239
Kilmainham Square
Inchicore Road
Dublin
D08",09-Oct-24,"€ 527,000"
"46 WILSON RD, MOUNT MERRION, DUBLIN, A94 E8F5
Wilson Road
Mount Merrion
Dublin
A94",09-Oct-24,"€ 937,500"
"48 KILWORTH RD, DRIMNAGH, DUBLIN 12, D12 T044
Kilworth Road
Drimnagh
Dublin
D12",09-Oct-24,"€ 364,000"
"48 OWENDOHER LODGE, BALLYBODEN RD, RATHFARNHAM DUBLIN 16, D16 PT66
Owendoher Lodge
Ballyboden Road
Dublin
D16",09-Oct-24,"€ 431,000"
"49 NEW CABRA RD, PHIBSBORO, DUBLIN 7, D07 Y3E8
New Cabra Road
Phibsboro
Dublin
D07",09-Oct-24,"€ 1,100,000"
"51 IONA RD, GLASNEVIN, DUBLIN 9, D09 P2F9
Iona Road
Glasnevin
Dublin
D09",09-Oct-24,"€ 1,085,000"
"55 SMITHFIELD VILLAGE, SMITHFIELD, DUBLIN, D07 CX53
Smithfield Village
Smithfield
Dublin
D07",09-Oct-24,"€ 363,000"
"57 KILLALA RD, CABRA WEST, DUBLIN 7, D07 V5W7
Killala Road
Cabra West
Dublin
D07",09-Oct-24,"€ 396,500"
"59 DRUMCLIFFE RD, CABRA, DUBLIN 7, D07 A5W8
Drumcliffe Road
Cabra
Dublin
D07",09-Oct-24,"€ 511,000"
"6 CARRICKMINES AVENUE, CARRICKMINES, DUBLIN 18, D18 WE06
Carrickmines Avenue
Carrickmines
Dublin
D18",09-Oct-24,"€ 1,400,000"
"6 KELLYS BAY TIDE, SKERRIES, DUBLIN, K34 CK75
Kellys Bay Tide
Skerries
Dublin
K34",09-Oct-24,"€ 322,000"
"60 ST JAMESS COURT, MOUNT BROWN, KILMAINHAM DUBLIN 6, D08 FF22
Street Jamess Court
Mount Brown
Dublin
D08",09-Oct-24,"€ 376,000"
"63 COLLEGEFORT, CASTLEKNOCK, DUBLIN, D15 RR24
Collegefort
Castleknock
Dublin
D15",09-Oct-24,"€ 346,000"
"69 Chapel Hill, Chapel Lane, Garristown
Chapel Hill
Chapel Lane
Garristown
Dublin",09-Oct-24,"€ 295,000"
"70 Chapel Hill, Chapel Lane, Garristown
Chapel Hill
Chapel Lane
Garristown
Dublin",09-Oct-24,"€ 295,000"
"71 Chapel Hill, Chapel Lane, Garrystown
Chapel Hill
Chapel Lane
Garrystown
Dublin",09-Oct-24,"€ 295,000"
"78 BALALLY AVE, DUBLIN 16, DUBLIN, D16 ET82
Balally Avenue
Dublin
D16",09-Oct-24,"€ 675,000"
"98 PEMBROKE SQ, UPPER GRAND CANAL ST, DUBLIN 4, D04 XR67
Pembroke Square
Upper Grand Canal Street
Dublin
D04",09-Oct-24,"€ 449,950"
"APARTMENT 4, 1 GRANGELODGE AVENUE, CLONGRIFFEN, D13 NR25
Grangelodge Avenue
Clongriffen
Dublin
D13",09-Oct-24,"€ 373,000"
"APT 1 2 3 4 5 6, 129 ANGLESEA ROAD, DONNYBROOK, D04 X0W6
Anglesea Road
Donnybrook
Dublin
D04",09-Oct-24,"€ 1,000,000"
"APT 1 2 3 4 5 6, 131 ANGLESEA ROAD, DONNYBROOK, D04 VY56
Anglesea Road
Donnybrook
Dublin
D04",09-Oct-24,"€ 1,100,000"
"APT 1, 26 BLOOMFIELD AVENUE, PORTOBELLO, D08 Y8P0
Bloomfield Avenue
Portobello
Dublin
D08",09-Oct-24,"€ 1,100,000"
"APT 25 HOUSE 12, LINDEN SQUARE, GROVE AVENUE, A94 NY09
Linden Square
Grove Avenue
Dublin
A94",09-Oct-24,"€ 410,000"
"APT OVERHEAD 3 FITZMAURICE ROAD, BALLYGALL ROAD EAST, GLASNEVIN, D11 V10F
Verheadfitzmaurice Road
Ballygall Road East
Glasnevin
Dublin
D11",09-Oct-24,"€ 195,000"
"BLOCK 8 115 ERRIS SQ, BLANCHARDSTOWN, DUBLIN 15, D15 FW56
Erris Square
Blanchardstown
Dublin
D15",09-Oct-24,"€ 298,000"
"1 SEAFIELD COURT, RUSH, DUBLIN, K56 DX33
Seafield Court
Rush
Dublin
K56",08-Oct-24,"€ 368,383"
"10 RAHILLION PARK, DONABATE, DUBLIN, K36 ED70
Rahillion Park
Donabate
Dublin
K36",08-Oct-24,"€ 143,991"
"126 LORETO AVE, RATHFARNHAM, DUBLIN 14, D14 R5C2
Loreto Avenue
Rathfarnham
Dublin
D14",08-Oct-24,"€ 556,000"
"129 OLCOVAR, SHANKILL, DUBLIN, D18 Y266
Olcovar
Shankill
Dublin
D18",08-Oct-24,"€ 440,000"
"13 HOLYWELL PLACE GORSE HILL SWORDS, DUBLIN, K67 HY42
Holywell Place Gorse Hill Swords
Dublin
K67",08-Oct-24,"€ 472,000"
"15 DRYNAM CRESCENT, KINSEALY, MALAHIDE, K67 NX96
Drynam Crescent
Kinsealy
Malahide
Dublin
K67",08-Oct-24,"€ 491,000"
"16 SANDYFORD HALL PLACE, DUBLIN 18, DUBLIN, D18 Y8A0
Sandyford Hall Place
Dublin
D18",08-Oct-24,"€ 800,000"
"16 THE CLOSE, SCHOLARSTOWN WOOD, RATHFARNHAM, D16 V9P2
The Close
Scholarstown Wood
Rathfarnham
Dublin
D16",08-Oct-24,"€ 712,500"
"2 The Walk, Kiltiernan Wood, Bishop'S Gate, D18 X4KC
The Walk
Kiltiernan Wood
Bishop's Gate
Dublin
D18",08-Oct-24,"€ 650,000"
"20 BLOCK, 5 GALLERY QUAY, GRAND CANAL DOCK, D02 PH34
Gallery Quay
Grand Canal Dock
Dublin
D02",08-Oct-24,"€ 425,000"
"20 CLANHUGH RD, KILLESTER, DUBLIN, D05 Y339
Clanhugh Road
Killester
Dublin
D05",08-Oct-24,"€ 395,000"
"21 BUTTERFIELD ORCHARD, RATHFARNHAM, DUBLIN 14, D14 H5K8
Butterfield Orchard
Rathfarnham
Dublin
D14",08-Oct-24,"€ 760,000"
"21 WHITEHALL ROAD, TERENURE, DUBLIN 12, D12 T8Y7
Whitehall Road
Terenure
Dublin
D12",08-Oct-24,"€ 880,000"
"210 CASTLEFORBES SQ, CASTLEFORBES RD, DUBLIN 1, D01 VH99
Castleforbes Square
Castleforbes Road
Dublin
D01",08-Oct-24,"€ 262,000"
"22 LORCAN RD, SANTRY, DUBLIN 9, D09 FD99
Lorcan Road
Santry
Dublin
D09",08-Oct-24,"€ 300,000"
"22 THE RISE, SKERRIES ROCK, SKERRIES, K34 FY06
The Rise
Skerries Rock
Skerries
Dublin
K34",08-Oct-24,"€ 495,000"
"24 ORCHARD HALL, DISWELLSTOWN, CASTLEKNOCK, D15 C2PP
Orchard Hall
Diswellstown
Castleknock
Dublin
D15",08-Oct-24,"€ 390,000"
"29 Dun Oir Avenue, Dun Oir, Glenamuck Road
Dun Oir Avenue
Dun Oir
Glenamuck Road
Dublin",08-Oct-24,"€ 638,767"
"29 Marlmount Close, Old Dublin Road, Dundalk
Marlmount Close
Old Road
Dundalk
Louth",08-Oct-24,"€ 390,000"
"3 TANEY GROVE, GOATSTOWN, DUBLIN 14, D14 T854
Taney Grove
Goatstown
Dublin
D14",08-Oct-24,"€ 865,000"
"3 THE CRESCENT, STATION ROAD, RAHENY, D05 KX04
The Crescent
Station Road
Raheny
Dublin
D05",08-Oct-24,"€ 450,000"
"34 The Courtyard, Kimartin Grove, Hollystown
The Courtyard
Kimartin Grove
Hollystown
Dublin",08-Oct-24,"€ 525,000"
"35 CHURCH AVE, DRUMCONDRA, DUBLIN 9, D09 X6N4
Church Avenue
Drumcondra
Dublin
D09",08-Oct-24,"€ 645,000"
"37 CHERBURY COURT, BOOTERSTOWN AVE, BLACKROCK, A94 D993
Cherbury Court
Booterstown Avenue
Blackrock
Dublin
A94",08-Oct-24,"€ 365,000"
"38 DODDER PARK RD, RATHFARNHAM, DUBLIN 14, D14 YX84
Dodder Park Road
Rathfarnham
Dublin
D14",08-Oct-24,"€ 982,000"
"4 Ballygossan Way, Skerries
Ballygossan Way
Skerries
Dublin",08-Oct-24,"€ 525,000"
"42 DEERHAVEN AVE, CLONEE, DUBLIN, D15 CFP1
Deerhaven Avenue
Clonee
Dublin
D15",08-Oct-24,"€ 445,000"
"44 LAUREL HOUSE, CARRICKMINES GREEN, CARRICKMINES, D18 TR76
Laurel House
Carrickmines Green
Carrickmines
Dublin
D18",08-Oct-24,"€ 338,549"
"47 ARAN COURT, WATERVILLE, BLANCHARDSTOWN, D15 TX30
Aran Court
Waterville
Blanchardstown
Dublin
D15",08-Oct-24,"€ 340,000"
"49 BARNWALL COURT, BALBRIGGAN, DUBLIN, K32 YE38
Barnwall Court
Balbriggan
Dublin
K32",08-Oct-24,"€ 268,000"
"5 HILLSBROOK CRESCENT, PERRYSTOWN, DUBLIN 12, D12 YT21
Hillsbrook Crescent
Perrystown
Dublin
D12",08-Oct-24,"€ 560,000"
"5 THE COURT, SCHOLARSTOWN WOOD, SCHOLARSTOWN ROAD, D16 RF99
The Court
Scholarstown Wood
Scholarstown Road
Dublin
D16",08-Oct-24,"€ 830,000"
"5 UPPER CHURCHTOWN RD, DUBLIN 14, DUBLIN, D14 KX57
Upper Churchtown Road
Dublin
D14",08-Oct-24,"€ 1,125,000"
"51 THIRD AVE, SEVILLE PLACE, DUBLIN 1, D01 TY36
Third Avenue
Seville Place
Dublin
D01",08-Oct-24,"€ 405,000"
"6 BELFRY RD, CITYWEST, TALLAGHT DUBLIN 24, D24 EV81
Belfry Road
Citywest
Dublin
D24",08-Oct-24,"€ 355,000"
"6 CARDY ROCK DRIVE, BALBRIGGAN, CO DUBLIN, K32 EF64
Cardy Rock Drive
Balbriggan
Dublin
K32",08-Oct-24,"€ 188,000"
"61 HAMPTON WOODS, BALBRIGGAN, DUBLIN, K32 PK37
Hampton Woods
Balbriggan
Dublin
K32",08-Oct-24,"€ 315,000"
"67 TURVEY WALK, THE GALLERY, DONABATE, K36 N208
Turvey Walk
The Gallery
Donabate
Dublin
K36",08-Oct-24,"€ 315,000"
"7 BIRCH GROVE, KILL AVE, DUN LAOGHAIRE, A96 VK82
Birch Grove
Kill Avenue
Dun Laoghaire
Dublin
A96",08-Oct-24,"€ 765,000"
"7 DEANSTOWN RD FINGLAS WEST, DUBLIN 11, DUBLIN, D11 X4P1
Deanstown Road Finglas West
Dublin
D11",08-Oct-24,"€ 190,000"
"7 KNIGHTSWOOD, SANTRY, DUBLIN 9, D09 Y0A2
Knightswood
Santry
Dublin
D09",08-Oct-24,"€ 470,000"
"7 OSBORNE COURT, SEAPOINT AVENUE, BLACKROCK, A94 TW24
Osborne Court
Seapoint Avenue
Blackrock
Dublin
A94",08-Oct-24,"€ 1,375,000"
"8 HARTY PLACE, CLANBRASSIL ST, DUBLIN 8, D08 K6N4
Harty Place
Clanbrassil Street
Dublin
D08",08-Oct-24,"€ 330,000"
"9 Rosemount Place, Malahide Road, Dublin 5
Rosemount Place
Malahide Road
Dublin",08-Oct-24,"€ 490,000"
"90 BELARMINE PLACE, STEPASIDE DUBLIN 18, DUBLIN, D18 C792
Belarmine Place
Dublin
D18",08-Oct-24,"€ 365,000"
"96 SILLOGUE GARDENS, BALLYMUN, DUBLIN 11, D11 N9CV
Sillogue Gardens
Ballymun
Dublin
D11",08-Oct-24,"€ 310,000"
"APT 24 THE LIMES, ROCKFIELD, SANDYFORD, D16 H525
The Limes
Rockfield
Sandyford
Dublin
D16",08-Oct-24,"€ 460,000"
"APT 43 THE RECTORY, ENNISKERRY ROAD, STEPASIDE, D18 CN87
The Rectory
Enniskerry Road
Stepaside
Dublin
D18",08-Oct-24,"€ 356,275"
"CLONMETHAN, OLDTOWN, CO. DUBLIN, A45 W893
Clonmethan
Oldtown
Dublin
A45",08-Oct-24,"€ 710,000"
"RUSSET LODGE, KILGOBBIN ROAD, SANDYFORD, D18 C8X3
Russet Lodge
Kilgobbin Road
Sandyford
Dublin
D18",08-Oct-24,"€ 1,665,000"
"SANCTA MARIA, RATHDOWN TCE, SANDYFORD RD, D16 C9V3
Sancta Maria
Rathdown Tce
Sandyford Road
Dublin
D16",08-Oct-24,"€ 40,000"
"THE MEWS, 9 DUNVILLE AVE, RANELAGH DUBLIN 6, D06 FH92
The Mews
Dunville Avenue
Dublin
D06",08-Oct-24,"€ 615,000"
"1 WAVERLEY AVE, FAIRVIEW, DUBLIN 3, D03 A0P0
Waverley Avenue
Fairview
Dublin
D03",07-Oct-24,"€ 767,000"
"10 GLEBE WAY, NEWCASTLE, DUBLIN, D22 X974
Glebe Way
Newcastle
Dublin
D22",07-Oct-24,"€ 450,000"
"10 The Grove, Kilmartin Grove, Hollystown
The Grove
Kilmartin Grove
Hollystown
Dublin",07-Oct-24,"€ 540,000"
"10 THE SYCAMORE, CLONSHAUGH WOODS, CLONSHAUGH, D17 YV62
The Sycamore
Clonshaugh Woods
Clonshaugh
Dublin
D17",07-Oct-24,"€ 255,000"
"10 VILLAGE GATE, DALKEY AVE, DALKEY, A96 WE52
Village Gate
Dalkey Avenue
Dalkey
Dublin
A96",07-Oct-24,"€ 605,000"
"11 Cuan Buí, Yellow Walls Road, Malahide
Cuan Buí
Yellow Walls Road
Malahide
Dublin",07-Oct-24,"€ 1,120,000"
"110A PACE RD, LITTLEPACE, CLONEE DUBLIN 15, D15 CX36
Pace Road
Littlepace
Dublin
D15",07-Oct-24,"€ 400,000"
"122 ROWANBYRN, BLACKROCK, CO DUBLIN, A94 PH93
Rowanbyrn
Blackrock
Dublin
A94",07-Oct-24,"€ 775,000"
"13 BALLYGOSSAN WAY, BALLYGOSSAN HILL, GOLF LINKS ROAD
Ballygossan Way
Ballygossan Hill
Golf Links Road
Dublin",07-Oct-24,"€ 497,500"
"13 MIDARA GARDEN, OLD DUBLIN ROAD, LONGFORD, N39 W2D8
Midara Garden
Old Road
Longford
N39",07-Oct-24,"€ 205,000"
"13 THE LANDEY, SANTRY CROSS, DUBLIN 9, D09 A430
The Landey
Santry Cross
Dublin
D09",07-Oct-24,"€ 251,000"
"143 THE BOULVARD MOUNTEUSTACE, TYRRELSTOWN, DUBLIN
The Boulvard Mounteustace
Tyrrelstown
Dublin",07-Oct-24,"€ 382,000"
"15 TASSAGARD GREEN, SAGGART, CO DUBLIN, D24 HW13
Tassagard Green
Saggart
Dublin
D24",07-Oct-24,"€ 322,000"
"16 BLACK STREET, DUBLIN 7, D07 WV70
Black Street
Dublin
D07",07-Oct-24,"€ 320,000"
"165 CASTLECURRAGH HEATH, MULHUDDART, DUBLIN 15, D15 HE28
Castlecurragh Heath
Mulhuddart
Dublin
D15",07-Oct-24,"€ 274,000"
"17 FOXBOROUGH AVE, FOXBOROUGH, LUCAN, K78 CP26
Foxborough Avenue
Foxborough
Lucan
Dublin
K78",07-Oct-24,"€ 374,000"
"17 The Plaza, Kilmartin Grove, Hollystown
The Plaza
Kilmartin Grove
Hollystown
Dublin",07-Oct-24,"€ 460,000"
"2 DALKEY MANOR, KILLINEY ROAD, DALKEY, A96 T6T3
Dalkey Manor
Killiney Road
Dalkey
Dublin
A96",07-Oct-24,"€ 1,320,000"
"2 Parkleigh Elms, Seven Mills, Clonburris
Parkleigh Elms
Seven Mills
Clonburris
Dublin",07-Oct-24,"€ 470,000"
